id,name,domain,distance,authentication_provider
132440,Norton Healthcare,nortonhealthcare.instructure.com,,saml
134418,Norwalk Community Schools,norwalk.instructure.com,,saml
140843,Norwegian Business School,bi.instructure.com,,
128698,Norwegian School of Economics - N H H,nhh.instructure.com,,
128515,Norwest Christian College,norwest.instructure.com,,
133834,Norwood Primary School (Tas) - Parents/Carers,canvas.education.tas.gov.au,,openid_connect
133614,Norwood Primary School (Tas) - Students/Teachers,canvas.education.tas.gov.au,,saml
133139,Notre Dame Academy Girls' High School (NDA),nda.instructure.com,,1
140746,Notre Dame Academy – Hingham,ndahingham.instructure.com,,canvas
137840,Notre Dame De Namur University (NDNU),ndnu.instructure.com,,saml
130986,Notre Dame High School,ndhs.instructure.com,,
136192,Notre Dame High School Riverside,ndhsriverside.instructure.com,,canvas
140877,Notre Dame of Maryland University,ndm.instructure.com,,saml
139833,Nottoway County Public Schools (parents),nottowayschools.instructure.com,,canvas
139860,Nottoway County Public Schools (staff),nottowayschools.instructure.com,,205
139832,Nottoway County Public Schools (students),nottowayschools.instructure.com,,206
140574,Nova Anglia College,novaangliacollege.instructure.com,,
139537,Nova SBE Executive Education,canvas.executiveducation.novasbe.pt,,
128563,Nova Southeastern University,nsu.instructure.com,,
127672,Nowra Anglican College,learn.sasc.nsw.edu.au,,
137043,Nowra High School,nowra.instructure.com,,
133094,NursingABC,nursingabc.instructure.com,,4
135852,Nutritional Therapy Association,nutritionaltherapy.instructure.com,,
128399,Nyenrode,nyenrode.instructure.com,,
127981,O'Neill Public Schools,oneillpublicschools.instructure.com,,
126863,OACE Adult Nursing Program,oacenursing.instructure.com,,
131091,OBGYN Board Prep,obgynboardprep.instructure.com,,canvas
138133,OCF,ocf.instructure.com,,canvas
136582,ODU,canvas.odu.edu,,
136836,OECD Nuclear Energy Agency,oecd-nea.instructure.com,,
137614,OES,oes.instructure.com,,115
132978,OHDELA,yourschoolonline.instructure.com,,
140160,OIC of America,oica.instructure.com,,1
137045,OK Art Tech,okarttech.instructure.com,,1
131342,OLFU,olfu.instructure.com,,
136226,OMMA Business School Madrid,omma.instructure.com,,saml
132046,OMV,omv.instructure.com,,
140895,OPCMIA,opcmia.instructure.com,,
131399,ORCA,orca.instructure.com,,saml
135157,ORCA - Parent,orca.instructure.com,,canvas
137004,OSDEConnect,osdeconnect.instructure.com,,1
131724,OSF Healthcare System,osf.instructure.com,,
131727,OSF Healthcare System,osf.instructure.com,,
140685,OSU-OKC,osuokc.instructure.com,,
137163,OSUIT,osuit.canvas.okstate.edu,,
138094,Oak Hall School ,oakhall.instructure.com,,
138095,Oak Hall School (Parents) ,oakhall.instructure.com,,1
137666,Oak Lawn Community High School District - Observers/Parents,olchs.instructure.com,,canvas
132486,Oak Lawn Community High School District - Teacher/Students,olchs.instructure.com,,saml
128014,Oak Park,op97.instructure.com,,
128013,Oak Park School District,op97.instructure.com,,
131515,Oak Ridge - Parents,ortn.instructure.com,,canvas
131609,Oak Ridge Schools,ortn.instructure.com,,saml
128647,Oakland - Craig Public School -Students/Teachers,ocknights.instructure.com,,saml
139926,Oakland City University,ocu.instructure.com,,
135144,Oakland Military Institute,omiacademy.instructure.com,,
135143,Oakland Military Institute (Parents),omiacademy.instructure.com,,canvas
130295,Oakland Mills High School (HCPSS),hcpss.instructure.com,,saml
130281,Oakland Mills Middle School (HCPSS),hcpss.instructure.com,,saml
135965,Oakland Schools,oaklandschools.instructure.com,,
133124,Oakland-Craig Public School - Parents,ocknights.instructure.com,,canvas
137292,Oaklands College,oaklands.instructure.com,,saml
126864,Oaks Christian School,oakschristian.instructure.com,,
133216,Oasis International School Kuala Lumpur (OIS Parents),ois.instructure.com,,canvas
131539,Oasis International School Kuala Lumpur (OIS Students),ois.instructure.com,,saml
133835,Oatlands District High (Tas) - Parents/Carers,canvas.education.tas.gov.au,,openid_connect
133615,Oatlands District High (Tas) - Students/Teachers,canvas.education.tas.gov.au,,saml
139780,Occidental College,oxy.instructure.com,,saml
127593,Ocean County College,ocean.instructure.com,,
127491,Oconee 01,oconee.instructure.com,,
136913,Oconee County Schools GA (Parents),oconeecountyschools.instructure.com,,canvas
136912,Oconee County Schools GA (Students & Teachers),oconeecountyschools.instructure.com,,4
135384,Oconomowoc Area School District (Parents/Guardians),ocon.instructure.com,,canvas
135383,Oconomowoc Area School District (Teachers/Staff/Students),ocon.instructure.com,,ldap
137814,Odyssey Academy,odysseyacademytx.instructure.com,,saml
137815,Odyssey Academy - Parents,odysseyacademytx.instructure.com,,canvas
140933,Odyssey Online Learning ,odysseyonlinelearning.instructure.com,,canvas
135045,Oelwein Community School District (Parents/Guardians),oelwein.instructure.com,,canvas
135044,Oelwein Community School District (Students/Teachers),oelwein.instructure.com,,saml
126799,Office of Adult Education,philaliteracy.instructure.com,,
139990,Ogallala Public Schools,opsd.instructure.com,,
135346,Ogden Community School District (Parents/Guardians),ogdenschools.instructure.com,,canvas
135345,Ogden Community School District (Students/Teachers),ogdenschools.instructure.com,,saml
133010,Ogden Preparatory Academy,ogdenprep.instructure.com,,saml
133011,Ogden Preparatory Academy - Parents,ogdenprep.instructure.com,,canvas
126865,Ogden School District,ogdensd.instructure.com,,
129530,Ogden-Weber Technical College,otech.instructure.com,,312
136117,Oglethorpe University,oglethorpe.instructure.com,,105
135681,Ohio Business College,obc.instructure.com,,ldap
134109,Ohio College Preparatory School,accelschoolsonlineoh.instructure.com,,
138028,Ohio Northern University,onu.instructure.com,,cas
132009,Ohio State - Continuing Education,scarlet.instructure.com,,
132008,Ohio State – CarmenCanvas,osu.instructure.com,,
138329,Ohio University ,ohio.instructure.com,,3
128739,Ohlone College,ohlone.instructure.com,,
134890,Ojai Unified School District Parents,ojaiusd.instructure.com,,canvas
133154,Ojai Unified School District Students/Teachers,ojaiusd.instructure.com,,saml
137601,Okinawa Institute of Science and Technology,oist-c-hub.instructure.com,,
128452,Oklahoma Baptist University,okbu.instructure.com,,
135653,Oklahoma City Public Schools - PARENTS,okcps.instructure.com,,canvas
134167,Oklahoma City Public Schools -Students/Teachers,okcps.instructure.com,,saml
132429,Oklahoma Panhandle State University (OPSU),opsu.instructure.com,,34
136053,Oklahoma Panhandle State University (OPSU) - Admin,opsu.instructure.com,,canvas
132635,Oklahoma Panhandle State University (Virtual Campus),virtualcampus.instructure.com,,5
130421,Oklahoma State University,canvas.okstate.edu,,cas
137549,Oklahoma Technical College,mycourseconnection.instructure.com,,canvas
140717,Olathe Public Schools – Parents,olatheschools.instructure.com,,1
140718,Olathe Public Schools – Students,olatheschools.instructure.com,,105
140719,Olathe Public Schools – Teachers,olatheschools.instructure.com,,106
134898,Olayya  Schools مدارس العليا,tadreeslms.instructure.com,,
136574,Old Dominion University,canvas.odu.edu,,
135189,Old Town Academy,oldtownacademy.instructure.com,,
127307,Olivet Nazarene University,olivet.instructure.com,,
127379,Olmsted Center for Sight,olmsted.instructure.com,,
126867,Olympic College,olympic.instructure.com,,
140985,Omaha Christian,omahachristian.instructure.com,,canvas
136287,Omaha Public Schools,omaha.instructure.com,,saml
137097,Omaha Public Schools - Parents,omaha.instructure.com,,canvas
131931,OnCampus Coventry,oncampus.instructure.com,,canvas
131663,One School Global - NA,canvas.na.oneschoolglobal.com,,canvas
131502,One Way Línguas,onewaylinguas.instructure.com,,canvas
131352,OneSchool Global - AU,canvas.au.oneschoolglobal.com,,saml
140227,OneSchool Global - Parents,canvas.oneschoolglobal.com,,saml
140226,OneSchool Global - Staff and Students,canvas.oneschoolglobal.com,,microsoft
135580,OneSchool Global - UK ,canvas.uk.oneschoolglobal.com,,108
131869,OneSchool Global NZ (Parent),canvas.nz.oneschoolglobal.com,,saml
138407,Online,l4lonline.instructure.com,,
138408,Online,l4lonline.instructure.com,,
126870,Online Engineering Academy,onlineea.instructure.com,,
135550,Online Study ,onlinestudy.instructure.com,,
127892,Onsted Community Schools,onsted.instructure.com,,
138358,Ontario Tech University Continuing Professional Education,ontariotechu.instructure.com,,
131893,OntarioTech University,learn.ontariotechu.ca,,
134481,Oostburg School District,oostburg.instructure.com,,SAML
134482,Oostburg School District (Parents),oostburg.instructure.com,,canvas
132136,Oppida,oppida.instructure.com,,
135815,Opportune Professional Development,opportune.instructure.com,,
140354,Options Virtual Charter School,elkhorn.instructure.com,,5
140455,Options Virtual Charter School - Parents,elkhorn.instructure.com,,1
131812,OpusVi,learn.opusvi.com,,saml
127683,Oran Park Anglican College,learn.sasc.nsw.edu.au,,
127676,Orange Anglican Grammar School,learn.sasc.nsw.edu.au,,
130518,Orange Christian School (OCS),ocs-nsw.instructure.com,,microsoft
127541,Orange Coast College,coastdistrict.instructure.com,,
132687,Orange County Department of Education,ocde.instructure.com,,
128236,Orange County Public Schools - FL,ocps.instructure.com,,
134214,Orange County Public Schools - VA Parents,ocss-va.instructure.com,,1
134198,Orange County Public Schools - VA Student/Teachers,ocss-va.instructure.com,,3
129858,Orange County Schools (NC) - Parents,orange.instructure.com,,canvas
129859,Orange County Schools (NC) - Students/Teachers,orange.instructure.com,,saml
138457,Orange High School,orangehs.instructure.com,,microsoft
137882,Orange Tree,orangetree.instructure.com,,
132432,Orangewood Christian School: Canvas Login,ocs.instructure.com,,canvas
132433,Orangewood Christian School: Google Login,ocs.instructure.com,,google
128459,Orbital Education,learning.orbital.education,,
130008,Orbital Education - Parents,learning.orbital.education,,canvas
134210,Orchard Farm R-V (Parents/Guardians) ,ofr5.instructure.com,,canvas
134209,Orchard Farm R-V (Students/Teachers),ofr5.instructure.com,,clever
127814,Oregon Coast Community College,oregoncoastcc.instructure.com,,
130933,Oregon Institute of Technology,oit.instructure.com,,saml
133020,Oregon State,canvas.oregonstate.edu,,1076
136143,Orenda Education - Faculty & Students,orenda.instructure.com,,3
136142,Orenda Education - Parents,orenda.instructure.com,,1
133837,Orford Primary (Tas) - Parents/Carers,canvas.education.tas.gov.au,,openid_connect
133617,Orford Primary (Tas) - Students/Teachers,canvas.education.tas.gov.au,,saml
137526,Orion International Academy,orioninternationalacademy.instructure.com,,1
126872,Orlando Medical Institute,omi.instructure.com,,
140086,Orlando Science Charter School K-8,orlandosciencecharterschool.instructure.com,,canvas
136731,Orsi Academy,orsiacademy.instructure.com,,canvas
132939,Osceola Canvas - Parents,osceola.instructure.com,,canvas
136573,Osceola Canvas - Students/Teachers,osceola.instructure.com,,saml
134714,Osceola School District (AR),arhosted.instructure.com,,
130352,Oshkosh Area School District,oasd.instructure.com,,ldap
128660,Oslo National Academy of the Arts,khio.instructure.com,,
129633,OsloMet,oslomet.instructure.com,,saml
137123,Otti.pro,digitalway.instructure.com,,canvas
140369,Ouachita Baptist University,obu.instructure.com,,saml
140940,Ouachita Baptist University (Access for Henderson State University Students),obu.instructure.com,,canvas
131230,Our Lady of Lourdes Catholic School,cetas.instructure.com,,google
130897,Our Lady of Lourdes Poughkeepsie NY,ollchs.instructure.com,,
131231,Our Lady of Mercy Catholic School,cetas.instructure.com,,google
133437,Our Lady of Mercy College Heidelberg,olmcheidelberg.instructure.com,,Canvas
140282,Our Lady of the Lake School,ourladyofthelake.instructure.com,,
127847,Our Lady of the Sacred Heart,olsh.instructure.com,,
133838,Ouse District School (Tas) - Parents/Carers,canvas.education.tas.gov.au,,openid_connect
133618,Ouse District School (Tas) - Students/Teachers,canvas.education.tas.gov.au,,saml
136455,Outreach360,outreach360.instructure.com,,canvas
136815,Outsource Institute,outsourceinstitute.instructure.com,,
126873,Overlake School,overlake.instructure.com,,
139829,Owego-Apalachin Central School District,oacsd.instructure.com,,
129783,Owen J Roberts,ojrsd.instructure.com,,google
130983,Owen J Roberts School - Parents,ojrsd.instructure.com,,canvas
130982,Owen J Roberts School - Students and Teachers,ojrsd.instructure.com,,google
126874,Oxbridge Academy of the Palm Beaches,oapb.instructure.com,,
133443,Oxbridge Applications,alist.instructure.com,,
137929,Oxford College of Arts,oxfordedu.instructure.com,,1
141010,Oxford Preparatory Academy - Parents,opa.instructure.com,,canvas
141009,Oxford Preparatory Academy - Staff/Students,opa.instructure.com,,
131363,Oxford University Press,oup.instructure.com,,canvas
135562,Oxley College,oxley.instructure.com,,ldap
135563,Oxley College (Parents),oxley.instructure.com,,canvas
140259,Oxley High School,oxley-h.instructure.com,,
127545,Oxnard College,vcccd.instructure.com,,
134506,Oxnard School District - Parents,oxnardsd.instructure.com,,canvas
134505,Oxnard School District - Students/Teachers,oxnardsd.instructure.com,,saml
130218,Oxnard Union High School District,ouhsd.instructure.com,,saml
130219,Oxnard Union High School District-Parents,ouhsd.instructure.com,,canvas
129376,Oyster Bay-East Norwhich CSD,oben.instructure.com,,saml
127314,Ozark Christian College,occ.instructure.com,,
127904,Ozarks Technical Community College,otc.instructure.com,,
139554,O’Fallon Township High School - District 203,ofallon.instructure.com,,204
139660,O’Fallon Township High School - District 203 - Parents,ofallon.instructure.com,,2
126875,P10 Course,p10course.instructure.com,,
126876,PA College,pacollege.instructure.com,,
132933,PACA - Pan American Christian Academy,paca.instructure.com,,
131714,PCI,porterchester.instructure.com,,
140733,PCIS - Panama Coast International School,pcis.instructure.com,,
133481,PDA,pdaeducation.instructure.com,,
134250,PFISD,pfisd.instructure.com,,
135107,PFISD - Parents and Guardians,pfisd.instructure.com,,canvas
140606,PHCAST,phcast.instructure.com,,canvas
130041,PHCNP,phcnp.instructure.com,,saml
135305,PHSOM,jakesdivinityschool.instructure.com,,canvas
131558,PIA Instructors,pia.instructure.com,,saml
132965,PIA Students,pia.instructure.com,,35
135745,PIME - Alumnos/Profesores,pime.instructure.com,,35
135744,PIME - Padres ,pime.instructure.com,,1
137869,PIMS - Pittsburgh Institute of Mortuary Science,pims.instructure.com,,1
133425,PIPSC,education.pipsc.ca,,
126898,PITC,pitc.instructure.com,,
140212,PJ Sandbox,pjorgensen.instructure.com,,1
127864,PKYonge - University of Florida,pkyonge.instructure.com,,
133095,PLC Armidale (PLCA),plcarmidale.instructure.com,,
135408,PPG,ppg.instructure.com,,1
135410,PPG PR,ppg.instructure.com,,1
135409,PPG Technical College PR,ppg.instructure.com,,1
135124,PREP - Newport News Public Schools - VA - Adult Ed,prep.instructure.com,,
140586,"PSA, Inc.",psa.instructure.com,,1
139474,PT Intikom Berlian Mustika,intikom.instructure.com,,
140538,PTP Integrated,ptpi.instructure.com,,
132439,PTSA,ptsa.instructure.com,,canvas
133029,PUC Campinas,puc-campinas.instructure.com,,
131827,PUC Minas,pucminas.instructure.com,,
137690,PUCP,pucp.instructure.com,,
138297,PVOnline - Parent/Guardian,pvschools.instructure.com,,canvas
138296,PVOnline - Students & Teachers,pvschools.instructure.com,,saml
140547,Pacific Berowra Christian School,pacificeducation.instructure.com,,
135943,Pacific Brook Christian School,pacificeducation.instructure.com,,
135939,Pacific Coast Christian School,pacificeducation.instructure.com,,
127756,Pacific Coast High School,pchs.instructure.com,,canvas
129834,Pacific Collegiate School - Parents,pcs.instructure.com,,canvas
128632,Pacific Collegiate School - Teachers/Students,pcs.instructure.com,,saml
140551,Pacific Gulgangali Jarjums Christian School,pacificeducation.instructure.com,,
135920,Pacific Hills Christian School,pacificeducation.instructure.com,,
140549,Pacific Hope Christian School,pacificeducation.instructure.com,,
129219,Pacific International Hotel Managagement School (PIHMS),pihms.instructure.com,,canvas
137685,Pacific Lutheran Theological Seminary (PLTS),canvas.callutheran.edu,,
140546,Pacific Online Christian School,pacificeducation.instructure.com,,
126877,Pacific Union College,puc.instructure.com,,
135941,Pacific Valley Christian School,pacificeducation.instructure.com,,
134894,Pacific Valley School,bigsurunified.instructure.com,,canvas
126878,Pacifica Christian,pacificachristian.instructure.com,,
137827,Page County Public Schools - VA - Students/Staff,pagecounty.instructure.com,,38
135826,Paier College of Art,paier.instructure.com,,
134508,Palestine ISD (Parents/Guardians) ,palestineisd.instructure.com,,canvas
134507,Palestine ISD (Students/Teachers),palestineisd.instructure.com,,saml
127764,Palisades School District,palisades.instructure.com,,
128303,Palm Beach Atlantic University,pba.instructure.com,,
130416,Palm Beach Schools - Parents,palmbeachschools.instructure.com,,canvas
130417,Palm Beach Schools - Students and Teachers,palmbeachschools.instructure.com,,saml
136421,Palm Beach State College ,palmbeachstate.instructure.com,,saml
127830,Palo Alto University,paloaltou.instructure.com,,
127800,Palo Verde College,paloverde.instructure.com,,
128502,Palomar College,palomar.instructure.com,,
128321,Pamlico County Schools,pamlico.instructure.com,,
133991,Pampa Independent School District (Parents),pampaisd.instructure.com,,canvas
133990,Pampa Independent School District (Students/Teachers),pampaisd.instructure.com,,saml
140944,Pampanga State University,pampangastateu.instructure.com,,
134788,Panama Buena Vista Union School District - Parents,pbvusd.instructure.com,,103
134789,Panama Buena Vista Union School District - Staff/Students,pbvusd.instructure.com,,226
137196,Panda Practice,pandapractice.instructure.com,,
139519,Pandalytics Sandbox,pandalytics-sandbox.instructure.com,,canvas
126879,Panola College,panola.instructure.com,,
140011,Panoramic Capital Academy,panoramiccap.instructure.com,,
137333,Panpacific University,panpacificu.instructure.com,,
128475,Papillion La Vista Community Schools,plcschools.instructure.com,,
136451,Paradigm High School,paradigm.instructure.com,,
127604,Paradigm Publishing,paradigmpublishing.instructure.com,,
134659,Paradise ISD,pisd.instructure.com,,
136262,Parami University,canvas.parami.edu.mm,,
134403,Parents-Long Beach Unified School District,lbschools.instructure.com,,canvas
135293,Parents/Observers Perry Township Schools,perryschools.instructure.com,,canvas
126882,Park City School District (Parents),pcsd.instructure.com,,canvas
139565,Park City School District (Students & Teachers),pcsd.instructure.com,,saml
128328,Park County School District # 1,pcsd1.instructure.com,,
131954,Park County School District #1 - Parents,pcsd1.instructure.com,,canvas
132726,Park County School District #16,pcsd16.instructure.com,,
134665,Park County School District No. 6,park6.instructure.com,,109
134976,Park High School District (parents),lpsmt.instructure.com,,canvas
134975,Park High School District (students),lpsmt.instructure.com,,saml
128313,Park Tudor,parktudor.instructure.com,,
128312,Park Tudor School,parktudor.instructure.com,,
130149,Park University,canvas.park.edu,,saml
139511,Parker County Hospital District,pchdtx.instructure.com,,
133839,Parklands High School (Tas) - Parents/Carers,canvas.education.tas.gov.au,,openid_connect
133619,Parklands High School (Tas) - Students/Teachers,canvas.education.tas.gov.au,,saml
134110,Parma Academy,accelschoolsonlineoh.instructure.com,,
138422,Pasadena Independent School District,pasadenaisd.instructure.com,,
133285,Pasadena USD- Parents,pasadena.instructure.com,,canvas
133223,Pasadena USD- Students/Teachers,pasadena.instructure.com,,saml
136935,Pascack Valley Regional High School (Parents),pascack.instructure.com,,canvas
136934,Pascack Valley Regional High School (Students),pascack.instructure.com,,saml
136042,Pascagoula-Gautier School District (Parents),pgsd.instructure.com,,canvas
128628,Pasco-Hernando State College,phsc.instructure.com,,
127502,Pasquotank County Schools,ecpps.instructure.com,,
134067,Pass Christian,passchristian.instructure.com,,canvas
139490,Passages Israel,passagesisrael.instructure.com,,1
127474,Passaic County Vocational,pcti.instructure.com,,
130282,Patapsco Middle School (HCPSS),hcpss.instructure.com,,saml
140510,Patents,deltapatents.instructure.com,,
129659,Pathlight School - Staff,lms.learnforlife.sg,,microsoft
129663,Pathlight School - Students and Parents,lms.learnforlife.sg,,canvas
134558,Patrick County Public Schools - VA,patrick.instructure.com,,
129162,Patrick Henry College,phc.instructure.com,,ldap
140174,Patrick's College,patricks.instructure.com,,
132119,Pattonville,pattonville.instructure.com,,
134411,Pattonville - Parents ,pattonville.instructure.com,,canvas
130283,Patuxent Valley Middle School (HCPSS),hcpss.instructure.com,,saml
136099,Paul Mitchell The School Honolulu,pmtshonolulu.instructure.com,,canvas
129933,Paul Quinn College,pqc.instructure.com,,canvas
129034,Paul Smith's College,paulsmiths.instructure.com,,ldap
127691,Paulding County,paulding.instructure.com,,
136888,Pawnee Parks & Rec,knichols.instructure.com,,
136887,Pawnee Parks & Recreation,knichols.instructure.com,,
131834,Payette School District,payettejointdistrict.instructure.com,,
136626,Peabody - Johns Hopkins University,jhu.instructure.com,,
129991,Peak Academy,peakacademy.instructure.com,,canvas
131691,Pearl Public School District,pearlpirates.instructure.com,,
126885,Pearl River CC,prcc.instructure.com,,
135956,Pearland ISD- Observers,pearland.instructure.com,,canvas
129965,Pearland ISD- Students/Staff,pearland.instructure.com,,saml
128351,Peirce College,peirce.instructure.com,,
130137,Pekin CSD 303 - Parents,pekinhigh.instructure.com,,canvas
127808,Pekin CSD 303 - Students/Teachers,pekinhigh.instructure.com,,saml
137747,Peking University,pku.instructure.com,,
129988,Pembroke Pines Charter Schools,pinescharter.instructure.com,,saml
129987,Pembroke Pines Charter Schools- Parents,pinescharter.instructure.com,,canvas
138343,Pendle Hill High School,pendlehillhs.instructure.com,,
133840,Penguin District School (Tas) - Parents/Carers,canvas.education.tas.gov.au,,openid_connect
133620,Penguin District School (Tas) - Students/Teachers,canvas.education.tas.gov.au,,saml
131960,Peninsula Catholic High School,peninsulacatholic.instructure.com,,canvas
126886,Peninsula College,pencol.instructure.com,,
126887,Penn Harris Madison Schools,phm.instructure.com,,
136938,Penn Hills School District,phsd.instructure.com,,
127403,Penn State,psu.instructure.com,,
135593,"Pennant Hills High School (Parents & External Users)	",pennanthillshs.instructure.com,,canvas
135594,Pennant Hills High School (Staff & Students),pennanthillshs.instructure.com,,microsoft
136498,Pennridge School District,pennridge.instructure.com,,
129104,Pennsbury SD,pennsbury.instructure.com,,saml
139640,Pennsbury SD Parents,pennsbury.instructure.com,,canvas
127354,Pennsylvania Academy of the Fine Arts,pafa.instructure.com,,
128601,Pennsylvania Dept of State Police,psp.instructure.com,,
136170,Pennsylvania Institute of Technology,pit.instructure.com,,saml
127622,Pennsylvania Leadership Charter School,palcs.instructure.com,,
127402,Pennsylvania State University,psu.instructure.com,,
127673,Penrith Anglican College,learn.sasc.nsw.edu.au,,
140785,Penrith Christian School,learningpcs.instructure.com,,
126888,Pensacola Christian College,pcci.instructure.com,,
126889,Pensacola State College,pensacolastate.instructure.com,,
140556,People Team,www.keeplearning.net,,
137243,Peoria County ROE 48,peoriaroe.instructure.com,,canvas
137799,Peoria Unified School District,peoriaunified.instructure.com,,3
137798,Peoria Unified School District Parents and Guardians ,peoriaunified.instructure.com,,1
139954,Pepperdine University,canvas.pepperdine.edu,,104
140642,Pepperdine University - Digital Campus,digitalcampus.instructure.com,,
128423,Peralta District,peralta.instructure.com,,
130826,Peralta District,peralta.instructure.com,,
129773,Perkins Local ,perkins.instructure.com,,saml
126890,Perquimans County Schools,pq.instructure.com,,
130588,Perris Union High School District -Students/Teachers,puhsd.instructure.com,,saml
132608,Perris Union High School District-Parent,puhsd.instructure.com,,canvas
127911,Perry Township Schools,perryschools.instructure.com,,8
133841,Perth Primary School (Tas) - Parents/Carers,canvas.education.tas.gov.au,,openid_connect
133621,Perth Primary School (Tas) - Students/Teachers,canvas.education.tas.gov.au,,saml
137095,Peru State College,perustate.instructure.com,,
137970,Pet Loss Support,petlosssupport.instructure.com,,
134163,Peters Township Parents,ptsd.instructure.com,,canvas
134162,Peters Township Teachers/Students,ptsd.instructure.com,,saml
134604,Petersburg City Public Schools - VA,pcps.instructure.com,,
127905,Petersburg City School District,psd.instructure.com,,
128023,Petersons,petersons.instructure.com,,
128492,Pewaukee School District ,pewaukee.instructure.com,,
130250,Phelps Luck Elementary School (HCPSS),hcpss.instructure.com,,saml
131666,Philadelphia Charter School for Arts & Sciences,stringtheoryschools.instructure.com,,canvas
131665,Philadelphia Performing Arts Charter School,stringtheoryschools.instructure.com,,saml
130468,Philanthropy,philanthropy.instructure.com,,canvas
136923,Philippine Legal Education Advancement Program (LEAP),thebigleap.instructure.com,,
140965,Philippine Society of Nephrology,thephilippinesocietyofnephrology.instructure.com,,
127326,Phillips Exeter Academy,exeter.instructure.com,,
136305,Phillips Seminary Tulsa (PTSTulsa),ptstulsa.instructure.com,,
135657,Philomath School District - Parents,philomathsd.instructure.com,,1
135656,Philomath School District - Teacher/Student,philomathsd.instructure.com,,6
134040,Phoenix Academy,phoenixacademyfp.instructure.com,,canvas
126892,Phoenix Country Day School,pcds.instructure.com,,
130981,Phoenixville Area School District,phoenixville.instructure.com,,saml
131943,Phoenixville Area School District - Parents,phoenixville.instructure.com,,canvas
140038,Picken County Schools (GA) (Teachers),pickenscountyga.instructure.com,,saml
138277,Pickens County Schools (GA) (Students),pickenscountyga.instructure.com,,saml
140037,Pickens County Schools (GA)(Parents),pickenscountyga.instructure.com,,canvas
136442,Pickens Technical College (PTC),pickenstech.instructure.com,,1
134910,Picton High School (Teachers & Students),pictonhs.instructure.com,,microsoft
128513,Piedmont College,piedmont.instructure.com,,
126893,Pierce College,pierce.instructure.com,,
134835,Pike County School District - Parents,pikekyschools.instructure.com,,canvas
134834,Pike County School District - Students/Teachers,pikekyschools.instructure.com,,saml
129009,Pike-Delta-York Local (Parent App),pdy.instructure.com,,
128947,Pike-Delta-York Local School District,pdy.instructure.com,,
134634,Pilot Point School District Parents ,pilotpointisd.instructure.com,,canvas
134633,Pilot Point School District Students/Teachers,pilotpointisd.instructure.com,,2
139637,Pima County GiftED,pimagifted.instructure.com,,
139905,Pine Crest School (Parent),pinecrest.instructure.com,,canvas
139904,Pine Crest School (Teachers and Students),pinecrest.instructure.com,,205
127793,Pine Lake Prep,pinelakeprep.instructure.com,,
127448,Pinellas County Schools - Parents/Guardians,pcsb.instructure.com,,canvas
127449,Pinellas County Schools - Students/Staff,pcsb.instructure.com,,saml
140342,Pinnacle Academic College,pac.instructure.com,,
131902,Pinnacle Canyon Academy,pca.instructure.com,,
126895,Pinnacle Career Institute,pinnacle.instructure.com,,
126896,Pioneer Academies,pioneeracademies.instructure.com,,
128134,Pioneer Regional School Corp,prsc.instructure.com,,
136120,Pioneer Technology Center,pioneertech.instructure.com,,saml
135021,Piper Schools (Parents/Guardians) ,piperschools.instructure.com,,canvas
135020,Piper Schools (Students/Teachers),piperschools.instructure.com,,saml
129742,Pitt County Schools - Parent,pitt.instructure.com,,canvas
129741,Pitt County Schools - Student/Teacher,pitt.instructure.com,,saml
126899,Pitt State,pittstate.instructure.com,,
136820,Pittsburgh Theological Seminary,ptseminary.instructure.com,,35
126900,Pittsford PCSD,pittsfordschools.instructure.com,,
134518,Pittsylvania County Schools - VA - Parents,pcsk12va.instructure.com,,1
136521,Pittsylvania County Schools - VA - Teachers & Students,pcsk12va.instructure.com,,2
138265,Pitzer College,pitzer.instructure.com,,saml
133012,Piute County School District,piute.instructure.com,,
137278,Pixel Academy,pixel.instructure.com,,107
137293,Pixel Academy - Parents,pixel.instructure.com,,106
130689,Placentia Yorba Linda USD- Students/Teachers,pylusd.instructure.com,,saml
130920,Placentia Yorba Linda USD-Parents,pylusd.instructure.com,,canvas
127928,Placer County Office Of Education,placercoe.instructure.com,,
130488,Placer Union HS District,placer.instructure.com,,
131368,Plano Independent School District,planoisd.instructure.com,,
135544,Platinum Institute Australia,platinum.instructure.com,,
135839,Platt,ancoraeducation.instructure.com,,16
128839,Platte Co R3 SD,platteco.instructure.com,,
131992,Playford International College,pic.instructure.com,,
140003,Plaza College,plazacollege.instructure.com,,128
132645,Pleasant Local Schools,pleasantlocal.instructure.com,,
132625,Pleasanton Unified School District,pleasantonusd.instructure.com,,
134185,Plumas Unified School District - Parents,pcoe.instructure.com,,1
133358,Plumas Unified School District - Teachers and Students,pcoe.instructure.com,,34
128237,Plymouth Community School Corporation,pcsc.instructure.com,,
135439,Plymouth Marjon,marjon.instructure.com,,
135818,Plymouth State University,mycourses.plymouth.edu,,
135110,Plymouth-Canton Community Schools - Parents and Guardians,pccsk12.instructure.com,,canvas
134879,Plymouth-Canton Community Schools - Students and Staff,pccsk12.instructure.com,,saml
126903,Point Loma Nazarene University,canvas.pointloma.edu,,
137708,Point Park University,pointpark.instructure.com,,
133469,Point University,point.instructure.com,,saml
130251,Pointers Run Elementary School (HCPSS),hcpss.instructure.com,,saml
