id,name,domain,distance,authentication_provider
130225,Bellows Spring Elementary School (HCPSS),hcpss.instructure.com,,saml
128447,Belmont Abbey College,canvas.bac.edu,,ldap
131550,Belmont College,belmontcollege.instructure.com,,saml
129069,Belmont High School ,belmont-hs.instructure.com,,microsoft
133142,Belmont High School (Parents),belmont-hs.instructure.com,,canvas
133098,Belmont Hill School,belmonthill.instructure.com,,
137626,Belmont University,belmont.instructure.com,,
127435,Belton School District 124,bsd124.instructure.com,,
128072,Belvidere Unit Community School District 100,belvidere100.instructure.com,,
135431,Belvidere Unit Community School District 100 - Parents,belvidere100.instructure.com,,canvas
135310,Bend-La Pine Schools - Parents,bls.instructure.com,,canvas
132397,Bend-La Pine Schools - Students/Teachers,bls.instructure.com,,saml
136310,Benedict College,benedict.instructure.com,,
139859,Benedictine College,benedictine.instructure.com,,saml
132752,"Benemérita Escuela Normal ""Educadora Rosaura Zapata""",benerz.instructure.com,,Canvas
138032,Bengalas movil,emi.instructure.com,,
126469,Benjamin School District 25,bendist25.instructure.com,,
136223,Bennett College,bennett.instructure.com,,
129323,Bentley School,bentleyschool.instructure.com,,saml
129753,Bentley School - Parents,bentleyschool.instructure.com,,canvas
130009,Bentley School - Seniors,bentleyschool.instructure.com,,13
134937,Benton Harbor Charter School Academy - Faculty & Students,bentonharborcharter.instructure.com,,1
135904,Benton Harbor Charter School Academy - Families & Parents,bentonharborcharter.instructure.com,,canvas
136422,Berea College,berea.instructure.com,,saml
137864,Bergen Community College,canvas.bergen.edu,,105
128053,Berghs School of Communication,berghs.instructure.com,,
128424,Berkeley City College,peralta.instructure.com,,
128896,Berkeley College,berkeleycollege.instructure.com,,
137340,Berkeley Vale Campus,bvc.instructure.com,,canvas
137711,Berklee,canvas.berklee.edu,,106
135836,Berks,ancoraeducation.instructure.com,,16
127415,Berks Catholic High School,berkscatholic.instructure.com,,
140918,Berks Catholic High School - Parents,berkscatholic.instructure.com,,canvas
135295,Berkshire Hills Regional School District,bhrsd.instructure.com,,saml
135296,Berkshire Hills Regional School District Observers,bhrsd.instructure.com,,canvas
135019,Berlin Area School District (Parents/Guardians) ,berlin.instructure.com,,canvas
135018,Berlin Area School District (Students/Teachers),berlin.instructure.com,,saml
129268,Bermudian Springs School District,bermudian.instructure.com,,ldap
129747,Bermudian Springs School District - Parents,bermudian.instructure.com,,canvas
129124,Berry College,berry.instructure.com,,saml
140690,Bertero Sandbox,davidbertero.instructure.com,,
134010,Best Care College,bestcarecollege.instructure.com,,
126471,Best Practice Network,bestpracticenet.instructure.com,,
129846,Bethany,bethanywv.instructure.com,,ldap
137704,Bethany College - Kansas,bethanylb.instructure.com,,saml
138138,Bethany Community School (parents),bcswolves.instructure.com,,canvas
137225,Bethany Community School (students),bcswolves.instructure.com,,6
132106,Bethel Christian School - Parents,bethelcs.instructure.com,,canvas
130389,Bethel Christian School – Students/Teachers,bethelcs.instructure.com,,saml
126472,Bethel College,bethelcollege.instructure.com,,
130037,Bethel School District - Parents/Guardians,bethelsd.instructure.com,,canvas
130036,Bethel School District - Students/Teachers,bethelsd.instructure.com,,saml
127355,Bethel University,bethel.instructure.com,,
131492,Bethune-Cookman Facutly,cookman.instructure.com,,google
131412,Bethune-Cookman University Students,cookman.instructure.com,,9
139807,Bevill State ,alabama.instructure.com,,saml
126474,Bexley City Schools,bexleyschools.instructure.com,,
132634,Bexley Seabury,bexleyseabury.instructure.com,,
134440,Bibb County School District - Parents,bibb.instructure.com,,1
134438,Bibb County School District - Staff & Students,bibb.instructure.com,,2
140801,Bible League International,bibleleague.instructure.com,,204
140802,Bible League International (Canvas Authentication),bibleleague.instructure.com,,1
133051,Bibleway Academy Online,bibleway.instructure.com,,
136083,Biblical Counselling UK,bcuk.instructure.com,,
133714,Bicheno Primary School (Tas) - Parents/Carers,canvas.education.tas.gov.au,,openid_connect
133494,Bicheno Primary School (Tas) - Students/Teachers,canvas.education.tas.gov.au,,saml
130847,Bifröst ,bifrost.instructure.com,,saml
126477,Big Bend Community College,bigbend.instructure.com,,
128695,Big Horn County School District #1,bighorn1.instructure.com,,
129064,Big Horn County School District #2,bgh2.instructure.com,,canvas
132713,Big Horn County School District #3,bgh3.instructure.com,,
130799,Big Horn County School District #4,bgh4.instructure.com,,saml
130800,Big Horn County School District #4 - Parent,bgh4.instructure.com,,canvas
127272,Big Noise Institute,bignoiseinstitute.instructure.com,,
139883,Big Thought,bigthought.instructure.com,,1
134007,BigByte Education,bigbyte.instructure.com,,
137550,Bilakademiet,bilakademiet.instructure.com,,
130682,Binghamton University,binghamton.instructure.com,,saml
128788,Bio-Med Science Academy,biomed.instructure.com,,
130065,Bio-Med Science Academy - Parents,biomed.instructure.com,,canvas
127466,Birdville ISD,birdville.instructure.com,,
133104,Birdville ISD - Parents,birdville.instructure.com,,canvas
126479,Bishop Alemany High School,alemany.instructure.com,,
134915,Bishop Carroll Catholic High School,bcchs.instructure.com,,34
134916,Bishop Carroll Catholic High School (Parents),bcchs.instructure.com,,1
127798,Bishop Chatard High School,bishopchatard.instructure.com,,
131668,Bishop Dwenger High School,diocesefwsb2.instructure.com,,canvas
131071,Bishop Garcia Diego High School,bgdhs.instructure.com,,
133226,Bishop Garcia Diego High School - International ,bgdhs.instructure.com,,canvas
131547,Bishop Guilfoyle High School,bguilfoyle.instructure.com,,
136956,Bishop Kenny (Students and Staff),bishopkenny.instructure.com,,saml
129805,Bishop Luers High School,diocesefwsb2.instructure.com,,39
138257,Bishop McNamara Catholic School (Parents),bmcss.instructure.com,,canvas
138258,Bishop McNamara Catholic School (Teachers/Students),bmcss.instructure.com,,saml
136350,Bishop Mora Salesian High School,mustangsla.instructure.com,,
138287,Bishop Mora Salesian High School - Parents,mustangsla.instructure.com,,canvas
128603,Bishop Ready High School,brhs.instructure.com,,
130085,Bishop Ready High School - Parents,brhs.instructure.com,,canvas
139808,Bishop State ,alabama.instructure.com,,saml
128848,Bishop TK Gorman,bishopgorman.instructure.com,,
127378,Bishop Verot Catholic High School,bvhs.instructure.com,,
140670,Bismarck Public Schools,bismarck.instructure.com,,
128280,Bixby Public Schools,bixbyps.instructure.com,,
136156,Biznessmoby,biznessmoby.instructure.com,,manual
126482,Black Hawk College,bhc.instructure.com,,
127667,Black River Falls School District,brf.instructure.com,,
140387,Black in Business,blackinbusiness.instructure.com,,canvas
130054,BlackCard,theinclusionproject.instructure.com,,canvas
135670,Blackfeet Community College (BFCC),bfcc.instructure.com,,
133715,Blackmans Bay Primary (Tas) - Parents/Carers,canvas.education.tas.gov.au,,openid_connect
133495,Blackmans Bay Primary (Tas) - Students/Teachers,canvas.education.tas.gov.au,,saml
138243,Blackmon Road Middle School - MCSD Parents,mcsd.instructure.com,,4
129577,Blackmon Road Middle School - MCSD Teachers/Students,mcsd.instructure.com,,209
131286,Blackpool and The Fylde College,bfc.instructure.com,,
135048,Blackstone Valley Prep - Parents,blackstonevalleyprep.instructure.com,,canvas
135047,Blackstone Valley Prep - Teachers/Students,blackstonevalleyprep.instructure.com,,saml
130415,Blackstone Valley Regional Vocational Technical,blackstonevalleyregional.instructure.com,,microsoft
136738,Bladen County Schools (Parents/Guardians),bladen.instructure.com,,canvas
138242,Blanchard Elementary School - MCSD Parents,mcsd.instructure.com,,4
129595,Blanchard Elementary School - MCSD Teachers/Students,mcsd.instructure.com,,209
134610,Bland County Public Schools - VA,blandk12.instructure.com,,
139738,Blau IT Hub,blau.instructure.com,,
126483,Blended Schools,blendedschools.instructure.com,,
139776,Blessed Trinity Catholic School,blessedtrinitycatholicschool.instructure.com,,saml
139777,Blessed Trinity Catholic School-Parents,blessedtrinitycatholicschool.instructure.com,,canvas
139800,Blessing Rieman College of Nursing & Health Sciences (BRCN),brcn.instructure.com,,1
140735,Blindside University,blindside.instructure.com,,
133401,Bloomfield Academy,bloomfieldacademy.instructure.com,,saml
134731,Bloomfield Academy (Parents) ,bloomfieldacademy.instructure.com,,canvas
131700,Bloomfield Hills Schools - Parent,bloomfieldhills.instructure.com,,canvas
131699,Bloomfield Hills Schools - Student/Teacher,bloomfieldhills.instructure.com,,saml
138324,Bloomington ISD 271,isd271.instructure.com,,4
130456,Bloomsbury Institute (BIL),canvas.bil.ac.uk,,saml
134151,Blue Cliff College,bluecliffcollege.instructure.com,,
129152,Blue Mountain College,bmc.instructure.com,,saml
132903,Blue Mountain Community College,bluecc.instructure.com,,saml
133021,Blue Ridge Unified School District,brusd.instructure.com,,
128568,Blue Valley Schools,bvusd.instructure.com,,
138323,BlueHub (TPAV),tpav.instructure.com,,canvas
138109,Bluedoor Community,bluedoor.instructure.com,,canvas
136339,Bluefield College,bluefield.instructure.com,,saml
128000,Bluffton - Harrison MSD,bhmsd.instructure.com,,
136767,Bluprint,bluprint.instructure.com,,1
140493,Bluum,bluum.instructure.com,,1
140176,Bmessingerbarnes Sandbox,bmessingerbarnes.instructure.com,,
137961,Boardware Information System (HK) Limited,boardware.instructure.com,,
133716,Boat Harbour Primary School (Tas) - Parents/Carers,canvas.education.tas.gov.au,,openid_connect
133496,Boat Harbour Primary School (Tas) - Students/Teachers,canvas.education.tas.gov.au,,saml
128941,Bob Jones University,bju.instructure.com,,
126485,Boise State OMBA,boisestate.instructure.com,,34
135692,Boise State University,boisestatecanvas.instructure.com,,34
133144,Bolivar Schools - Parents,bolivarschools.instructure.com,,canvas
128905,Bolivar Schools - Students/Teachers,bolivarschools.instructure.com,,saml
130226,Bollman Bridge Elementary School (HCPSS),hcpss.instructure.com,,saml
126487,Bondurant Farrar,bondurant.instructure.com,,
126486,Bondurant-Farrar Community School District,bondurant.instructure.com,,
133370,Bonita USD,bonita.instructure.com,,saml
134921,Bonita USD - Parents,bonita.instructure.com,,canvas
130266,Bonnie Branch Middle School (HCPSS),hcpss.instructure.com,,saml
131964,Bonsall Unified School District,bonsallusd.instructure.com,,
131963,Bonsall Unified School District - Parent,bonsallusd.instructure.com,,canvas
127924,Boone County School District (KY),boone.instructure.com,,
130005,Boone County School District - Parents,boone.instructure.com,,canvas
126488,Booneville School District,boonevilleschools.instructure.com,,
136723,Boorndawan Willam Aboriginal Healing Service,bwahs.instructure.com,,canvas
130396,Bord Iascaigh Mhara,bim.instructure.com,,canvas
136146,Borders College,borderscollege.instructure.com,,
126489,Boston College,bostoncollege.instructure.com,,
128642,Boston College High School,bchigh.instructure.com,,
139745,Boston College UK,boston.instructure.com,,
134563,Botetourt County Public Schools - VA,botetourt.instructure.com,,
133717,Bothwell District High (Tas) - Parents/Carers,canvas.education.tas.gov.au,,openid_connect
133497,Bothwell District High (Tas) - Students/Teachers,canvas.education.tas.gov.au,,saml
128939,Bourgade Catholic High School,bourgadecatholic.instructure.com,,
130083,Bowdoin College,bowdoin.instructure.com,,saml
133718,Bowen Road Primary (Tas) - Parents/Carers,canvas.education.tas.gov.au,,openid_connect
133498,Bowen Road Primary (Tas) - Students/Teachers,canvas.education.tas.gov.au,,saml
126475,Bowling Green State University,bgsu.instructure.com,,
140834,Bowman School,bowmanschool.instructure.com,,
126490,Box Elder District,boxelder.instructure.com,,
133950,Boyd Independent School District,boydisd.instructure.com,,
131156,Boylan Catholic High School,boylan.instructure.com,,
131366,Boylan Catholic High School - Parent,boylan.instructure.com,,canvas
126491,Boys Hope Girls Hope,boyshopegirlshope.instructure.com,,
135042,Bozeman Public Schools - Parents,bsd7.instructure.com,,canvas
135041,Bozeman Public Schools - Teachers & Students,bsd7.instructure.com,,saml
133719,Bracknell Primary School (Tas) - Parents/Carers,canvas.education.tas.gov.au,,openid_connect
133499,Bracknell Primary School (Tas) - Students/Teachers,canvas.education.tas.gov.au,,saml
134838,Bradford Area School District (Parents/Guardians) ,bradfordasd.instructure.com,,canvas
134837,Bradford Area School District (Students/Teachers),bradfordasd.instructure.com,,saml
137699,Bradford Construction,bravo.instructure.com,,
133017,Bradford Preparatory School - Parents,bradfordprepschool.instructure.com,,canvas
132744,Bradford Preparatory School - Students/ Staff,bradfordprepschool.instructure.com,,saml
135003,Bradley University - Faculty & Students,learn.bradley.edu,,37
137752,Braille Institute of America,brailleinstitute.instructure.com,,
129639,Brain Power,brainpower.instructure.com,,canvas
130909,BrandEd,online.branded-edu.com,,canvas
140297,Brandonaspittle,brandonaspittle.instructure.com,,
128032,Branson R-IV,bransonsd.instructure.com,,
139796,Bravi ,bravi.instructure.com,,
139709,Breakthrough Silicon Valley,btsv.instructure.com,,
129375,Bremen Public Schools,bremenpublicschools.instructure.com,,saml
129972,Bremen Public Schools - Parents,bremenpublicschools.instructure.com,,canvas
126493,Brenau University,brenau.instructure.com,,
140864,Brent Hospital and Colleges Inc.,brentcollege.instructure.com,,
140243,Brentwood Academy,brentwoodacademy.instructure.com,,
134471,Brentwood Borough School District (Parents/Guardians),bbsd.instructure.com,,canvas
134470,Brentwood Borough School District (Studennts/Teachers),bbsd.instructure.com,,saml
134661,Brentwood School District - Parents,brentwoodmoschools.instructure.com,,canvas
134660,Brentwood School District - Students/Teachers,brentwoodmoschools.instructure.com,,saml
138091,Brentwood USD Observers/Parents,brentwood.instructure.com,,canvas
138092,Brentwood USD Teachers/Students,brentwood.instructure.com,,saml
128044,Brentwood Union School District,brentwood.instructure.com,,
135858,Brest Business School,bbs.instructure.com,,
133280,Brevard College (NC),brevardcollege.instructure.com,,
138241,Brewer Elementary School - MCSD Parents,mcsd.instructure.com,,4
129576,Brewer Elementary School - MCSD Teachers/Students,mcsd.instructure.com,,209
131475,Brewster Academy,brewster.instructure.com,,
138256,Bridge Charter School (Parents),bridgecharter.instructure.com,,canvas
138131,Bridge Charter School (Students),bridgecharter.instructure.com,,saml
127456,Bridgeport ISD,bridgeportisd.instructure.com,,
126494,Bridgerland Technical College,btech.instructure.com,,
137204,Bridges Programmes,bridgesprogrammes.instructure.com,,
128946,Bridgewater College,bridgewater.instructure.com,,
135201,Bridgman Public Schools Parents,bridgmanschools.instructure.com,,canvas 
135200,Bridgman Public Schools Teachers/Students ,bridgmanschools.instructure.com,,google
133720,Bridport Primary School (Tas) - Parents/Carers,canvas.education.tas.gov.au,,openid_connect
133500,Bridport Primary School (Tas) - Students/Teachers,canvas.education.tas.gov.au,,saml
126495,Briercrest College and Seminary,briercrest.instructure.com,,
127455,Brigeport ISD,bridgeportisd.instructure.com,,
126496,Brigham Young University,byu.instructure.com,,
132975,Brigham Young University - CAS Bypass,byu.instructure.com,,canvas
128974,Brigham Young University - Idaho,byui.instructure.com,,
128127,Brighton College,brightoncollege.instructure.com,,
128126,Brighton College,brightoncollege.instructure.com,,
133721,Brighton Primary School (Tas) - Parents/Carers,canvas.education.tas.gov.au,,openid_connect
133501,Brighton Primary School (Tas) - Students/Teachers,canvas.education.tas.gov.au,,saml
127668,Brightwood,brightwood.instructure.com,,
139626,Brigidine College (St Ives) - Parents,brigidine.instructure.com,,canvas
136144,Brigidine College (St Ives) - Staff and Students,brigidine.instructure.com,,microsoft
132627,Brigidine College Randwick (Parents),sydneycs.instructure.com,,canvas
132626,Brigidine College Randwick (Staff and Students),sydneycs.instructure.com,,google
131752,Brimmer & May - Staff and Students,brimmer.instructure.com,,microsoft
131753,Brimmer & May School - Parents,brimmer.instructure.com,,canvas
130304,Brisbane Arts Theatre,artstheatre.instructure.com,,canvas
139644,Bristol Community College,bristolcc.instructure.com,,
131620,Bristol Tennessee City Schools,btcs.instructure.com,,saml
131619,Bristol Tennessee City Schools - Parents,btcs.instructure.com,,canvas
134611,Bristol Virginia Public Schools - VA,bvps.instructure.com,,
137707,British Modern International School Doha Qatar,bmis.instructure.com,,
131483,British University Vietnam (BUV),buv.instructure.com,,
137635,British University in Georgia,bug.instructure.com,,
138240,Britt David Elementary School - MCSD Parents,mcsd.instructure.com,,4
129603,Britt David Elementary School - MCSD Teachers/Students,mcsd.instructure.com,,209
136547,Brittany Cunha's Instance,brittanycunha.instructure.com,,
134072,Broadway Academy,accelschoolsonlineoh.instructure.com,,
134073,Broadway Academy at Mount Pleasant,accelschoolsonlineoh.instructure.com,,
136914,Brockenhurst College,brock.instructure.com,,
138325,Brockenhurst College Parents Login,brock.instructure.com,,1
132449,Brockton School,brockton.instructure.com,,
129684,Broken Arrow Public Schools- Parent,baps.instructure.com,,canvas
127430,Broken Arrow Public Schools- Teachers/Students,baps.instructure.com,,ldap
131771,Broken Arrow Public Schools- Teachers/Students: Google,baps.instructure.com,,saml
130723,Bronston Canadian Academy,bronston.instructure.com,,canvas
126497,Brookdale Community College,brookdalecc.instructure.com,,
126498,Brookline Public Schools,brookline.instructure.com,,saml
135121,Brookline Public Schools Parent,brookline.instructure.com,,canvas
137146,Brooklyn Center Community Schools - Parents/Guardians,bccs286.instructure.com,,canvas
137145,Brooklyn Center Community Schools - Students/Faculty,bccs286.instructure.com,,
134050,Brooklyn Law School,brooklaw.instructure.com,,
133722,Brooks High School (Tas) - Parents/Carers,canvas.education.tas.gov.au,,openid_connect
133502,Brooks High School (Tas) - Students/Teachers,canvas.education.tas.gov.au,,saml
127163,Brophy College Prepatory,brophyprep.instructure.com,,
135697,Broughton Anglican College,broughton.instructure.com,,
129667,Broward County Public Schools Parents,browardschools.instructure.com,,canvas
129666,Broward County Public Schools Student/Teachers,browardschools.instructure.com,,saml
128995,Brown County Schools - Parents ,brownco.instructure.com,,canvas
128994,Brown County Schools - Students/Teachers ,brownco.instructure.com,,saml
126499,Brown University,canvas.brown.edu,,
131322,Browning School ,browning.instructure.com,,saml
135108,Brownsville Area School District,basd.instructure.com,,canvas
137664,Brpotts (mobile app not recommended),brpotts.instructure.com,,
134530,Brunswick County Public Schools - VA,brunswickcps.instructure.com,,
133723,Bruny Island District (Tas) - Parents/Carers,canvas.education.tas.gov.au,,openid_connect
133503,Bruny Island District (Tas) - Students/Teachers,canvas.education.tas.gov.au,,saml
135892,Brussels School of Governance,bsog.instructure.com,,
127849,Bryan College,bryancollege.instructure.com,,
126500,Bryan College of Health Sciences,bryanhealthcollege.instructure.com,,
132424,Bryant University,bryant.instructure.com,,CAS
130227,Bryant Woods Elementary School (HCPSS),hcpss.instructure.com,,saml
134584,Buchanan County Public Schools - VA,bcpsk12.instructure.com,,
138045,Buckeye Community School,buckeyecs.instructure.com,,103
127935,Buckeye Online School for Success,buckeye.instructure.com,,
134513,Buckingham County Public Schools - VA,bcpschools.instructure.com,,
126501,Bucks County Community College,bucks.instructure.com,,
126502,Bucks County Intermediate Unit,bucksiu.instructure.com,,239
130354,Buena Park SD - Parents,bpsdlms.instructure.com,,canvas
128150,Buena Park School District,bpsdlms.instructure.com,,
134564,Buena Vista City Public Schools - VA,bvcps.instructure.com,,
126503,Buena Vista University,bvu.instructure.com,,
133274,Buford City Schools - Parents,bufordcityschools.instructure.com,,canvas
133271,Buford City Schools - Teachers & Students,bufordcityschools.instructure.com,,saml
133382,Builders Academy,buildersacademy.instructure.com,,canvas
136383,Built Form Design Academy,bfda.instructure.com,,canvas
129669,Buncombe County Schools (Parent Access),bcs.instructure.com,,canvas
129668,Buncombe County Schools (Teacher/Student Access),bcs.instructure.com,,saml
137120,Bundaberg Christian College,bcc.instructure.com,,
137364,Bungendore High School ,bungendorehs.instructure.com,,canvas
140972,Bunker Hill Community College,bhcc.instructure.com,,1
134475,Burke County Public Schools (NC) - Parents,burkeps.instructure.com,,canvas
130733,Burke County Public Schools (NC) - Student/Teachers,burkeps.instructure.com,,saml
127294,Burke Mountain Academy,bma.instructure.com,,
130267,Burleigh Manor Middle School (HCPSS),hcpss.instructure.com,,saml
132706,Burleson ISD,burleson.instructure.com,,canvas
133724,Burnie High School (Tas) - Parents/Carers,canvas.education.tas.gov.au,,openid_connect
133504,Burnie High School (Tas) - Students/Teachers,canvas.education.tas.gov.au,,saml
133725,Burnie Primary School (Tas) - Parents/Carers,canvas.education.tas.gov.au,,openid_connect
133505,Burnie Primary School (Tas) - Students/Teachers,canvas.education.tas.gov.au,,saml
138309,Burr & Burton Academy,bba.instructure.com,,google
132841,Burrell College of Osteopathic Medicine,burrellcollege.instructure.com,,ldap
127324,Burris Laboratory School,burris.instructure.com,,
127821,Burton and South Derbyshire College,bsdc.instructure.com,,
127193,Bury College,burycollege.instructure.com,,
139866,Bushnell University,bushnell.instructure.com,,
130228,Bushy Park Elementary School (HCPSS),hcpss.instructure.com,,saml
136241,Business Vic,businessvic.instructure.com,,
136240,Business Victoria,businessvic.instructure.com,,
126504,Butler Community College,online.butlercc.edu,,
128226,Butler County AVTS,bcvt.instructure.com,,
131269,Butler University,butler.instructure.com,,saml
130001,Butler University - Executive Education,butleru.instructure.com,,saml
127538,Butte College,canvas.butte.edu,,
133089,Buttonwillow Union School District,kern.instructure.com,,canvas
130593,C&K College (Childcare and Kindergarten),candk.instructure.com,,canvas
130755,C3 College,c3college.instructure.com,,
132517,CABRI - Sbo,cabri-sbo.instructure.com,,
126507,CAEL,cael.instructure.com,,
130960,CAF - banco de desarrollo de América Latina,caf.instructure.com,,canvas
131365,CAHE,cahe.instructure.com,,
127332,CAPA International Education,capa.instructure.com,,
127333,CAPA The Global Education Network,capa.instructure.com,,
135791,CAS - Keck Graduate Institute,kgi.instructure.com,,104
137093,CASPA Services,caspa.instructure.com,,
129871,CAST STEM High School - Parents,caststem.instructure.com,,canvas
129870,CAST STEM High School - Students/Teacher,caststem.instructure.com,,google
131661,CATS Boston,catsboston.instructure.com,,saml
132014,CATS Boston - Parents,catsboston.instructure.com,,canvas
128157,CATS Cambridge,catscambridge.instructure.com,,
131201,CBS Bestyrelsesuddannelserne,cbsexecutive.instructure.com,,canvas
131194,CBS Executive,cbsexecutive.instructure.com,,canvas
132660,CCC Nebraska,cccneb.instructure.com,,saml
127552,CCIM,ccim.instructure.com,,
137334,CCPE,ccpe.instructure.com,,
130205,CCSD 1 - Wyoming,ccsd1.instructure.com,,saml
131017,CCV,vsc.instructure.com,,saml
135636,CDD,cdd.instructure.com,,
136684,CDOTY,cdoty.instructure.com,,canvas
140786,CEFS (Centro de Estudios Formativos Superiores),cefs.instructure.com,,
135915,CEI - College & Career Readiness,ceiplus.instructure.com,,
136581,CEMIX University,cemixuniversity.instructure.com,,
135206,CENTRUM PUCP,centrumpucp.instructure.com,,
138394,CEREM,cerem.instructure.com,,
140005,CES (Cooperative Educational Services),ces-org.instructure.com,,
128992,CES - Collaborative for Educational Services,collaborative.instructure.com,,
140691,CESUL,cesul.instructure.com,,
133081,CET Academic Programs,cetacademicprograms.instructure.com,,canvas
129122,CETPA,cetpak20.instructure.com,,canvas
138386,CFA Institute,learn.cfainstitute.org,,5
133705,CFC (Tas) - Parents/Carers,canvas.education.tas.gov.au,,openid_connect
133485,CFC (Tas) - Students/Teachers,canvas.education.tas.gov.au,,saml
137352,CFGA,canadianfga.instructure.com,,
130165,CFNIOnline,cfnionline.instructure.com,,canvas
140355,CFT,alpescft.instructure.com,,
135412,CFTC,cftc.instructure.com,,1
135413,CFTC PR,cftc.instructure.com,,1
131846,CFVG,cfvg.instructure.com,,canvas
132043,CG Spectrum,cgspectrum.instructure.com,,canvas
138312,CHET -Centro Hispano De Estudios Teologicos,chet.instructure.com,,1
127298,CIEE,ciee.instructure.com,,
134276,CIES,cies.instructure.com,,canvas
129531,CIIT,ciit.instructure.com,,
140753,CINECA,cineca.instructure.com,,
135641,CIS International School of Tunis,cist.instructure.com,,
128673,CIStudio,cis.instructure.com,,
140907,CIT,chibatech.instructure.com,,
132116,CLT - Leuven,clt.instructure.com,,
128122,CLU Certificates,claremontlincoln.instructure.com,,
132476,CMKL University,cmkl.instructure.com,,Canvas
136304,CMLT at Phillips Seminary,ptstulsa.instructure.com,,
136785,CMcA,christopher.instructure.com,,
137366,CNAI - Centro Navarro de Aprendizaje Integral,cnai.instructure.com,,
137441,COA International,coa.instructure.com,,
133424,COGx,cogx.instructure.com,,
137491,CORE UA&P,coreuap.instructure.com,,
140633,CPA Australia,cpaaustraliademo.instructure.com,,
129135,CPA Ireland,cpaireland.instructure.com,,canvas
138452,CPCPNJIT,cpcpnjit.instructure.com,,
138185,CPS,cps-k12.instructure.com,,
132445,CPS,nvu.instructure.com,,canvas
136950,CQF (Certificate of Quantitative Finance)  ,learn.cqf.com,,saml
136393,CRA - Computing Research Association,cra.instructure.com,,
140530,CRANAplus Learning,cranaplus.instructure.com,,
140264,CRFE,canvas.crf-education.com,,
137584,CSH-DHGE,csh-dhge.instructure.com,,saml
137554,CSU - Cal Maritime,csum.instructure.com,,
136967,CSU Dominguez Hills,canvas.csudh.edu,,saml
136881,CSU East Bay,csueb.instructure.com,,
129681,CSU Global,csuglobal.instructure.com,,google
136795,CSU Long Beach,csulb.instructure.com,,111
137594,CSU Office of the Chancellor,csuco.instructure.com,,canvas
127303,CSU Palliative Care,csupalliativecare.instructure.com,,
128508,CSU Sacramento,csus.instructure.com,,
135857,CSU San Bernardino,csusb.instructure.com,,saml
136968,CSUDH,canvas.csudh.edu,,saml
139851,CSforALL,csforall.instructure.com,,
138353,CT OEC,ctoec.instructure.com,,saml
138355,CT SERC,ctserc.instructure.com,,saml
135035,CTA Training Specialists,ctatraining.instructure.com,,
137995,CTALE,ctale.instructure.com,,
137971,CTIserv,ctiserv.instructure.com,,
140835,CTK Healthcare and Career Institute,ctkhealthcare.instructure.com,,
140144,CU Capella,courseroom.capella.edu,,
132458,CWC Crossharbour,cwccrossharbour.instructure.com,,
132959,CWC Crossharbour - Parents,cwccrossharbour.instructure.com,,canvas
132605,Cab Programs,cabprograms.instructure.com,,1
136689,Cabarrus College of Health Science,cabarruscollege.instructure.com,,canvas
130356,Cabarrus County Schools - Parents,cabarrus.instructure.com,,canvas
130357,Cabarrus County Schools - Students/Teachers,cabarrus.instructure.com,,saml
127547,Cabrillo College,cabrillo.instructure.com,,
126506,Cache County School District,ccsdut.instructure.com,,
134435,Caddo Parish,caddoschools.instructure.com,,
134443,Caddo Parish - Parents / Guardians,caddoschools.instructure.com,,canvas
129333,Cairnmillar Institute,cairnmillar.instructure.com,,microsoft
131967,Cal Poly,canvas.calpoly.edu,,
136878,Cal State East Bay,csueb.instructure.com,,
129134,Cal State LA,calstatela.instructure.com,,saml
140238,Cal State LA - PAGE (Canvas Auth),calstatelapage.instructure.com,,1
140237,Cal State LA - PAGE (SSO),calstatelapage.instructure.com,,135
136486,Cal-Nev JATC,calnevjatc.instructure.com,,
136775,CalArts,calarts.instructure.com,,saml
128060,CalSWEC Berkeley,calswec.instructure.com,,
128104,CalStateTEACH,calstateteach.instructure.com,,
139635,Calbright College - Staff,calbright.instructure.com,,103
139816,Calbright College - Students,calbright.instructure.com,,104
136055,Calcasieu Parish Public Schools,cpsb.instructure.com,,5
138005,Calcasieu Parish Sheriffs Office,calcasieuso.instructure.com,,
128132,Caldwell County Schools - NC,caldwell.instructure.com,,
129957,Caldwell County Schools - Parents,caldwell.instructure.com,,canvas
129958,Caldwell County Schools - Teachers/Students,caldwell.instructure.com,,saml
128089,Caldwell University,virtualcampus.instructure.com,,
135288,Calexico Unified ,cusdk12.instructure.com,,saml
135287,Calexico Unified – Parents,cusdk12.instructure.com,,canvas
127933,Calhoun City,calhouncity.instructure.com,,
140042,Calhoun Community College ,alabama.instructure.com,,saml
134695,Calico Rock School District (AR),arhosted.instructure.com,,
133197,Caliente Union School District,kern.instructure.com,,59
135781,California Career Institute,calinstitute.instructure.com,,1
136788,California Distance Learning Cooperative - Adult Education,aecalifornia.instructure.com,,canvas
137596,California Institute for Human Science,cihs.instructure.com,,canvas
137597,California Institute for Human Science (students),cihs.instructure.com,,saml
132869,California Institute of Advanced Management,ciam.instructure.com,,saml
127203,California Institute of Integral Studies,ciis.instructure.com,,
137684,California Lutheran University (CLU),canvas.callutheran.edu,,
130381,California Northstate University,cnsu.instructure.com,,ldap
137975,California Nurses Educational Institute,cnei.instructure.com,,
